Agency ID - NCES Assigned [Public School] Latest available year,School Name,State Name [Public School] Latest available year,Urban-centric Locale [Public School] 2017-18,"Total Students, All Grades (Excludes AE) [Public School] 2017-18",Free Lunch Eligible [Public School] 2017-18,Direct Certification [Public School] 2017-18,Reduced-price Lunch Eligible Students [Public School] 2017-18,Free and Reduced Lunch Students [Public School] 2017-18,Grades 1-8 Students [Public School] 2017-18,Grades 9-12 Students [Public School] 2017-18,School ID - NCES Assigned [Public School] Latest available year,Title I School Status [Public School] 2017-18,National School Lunch Program [Public School] 2017-18,Highest Grade Offered [Public School] 2018-19,Lowest Grade Offered [Public School] 2018-19,School Name [Public School] 2018-19,County Name [Public School] 2018-19,County Number [Public School] 2018-19,Location ZIP [Public School] 2018-19,Location City [Public School] 2018-19,Two or More Races Students [Public School] 2018-19,Total Race/Ethnicity [Public School] 2018-19,Hawaiian Nat./Pacific Isl. Students [Public School] 2018-19,White Students [Public School] 2018-19,Black Students [Public School] 2018-19,Hispanic Students [Public School] 2018-19,Asian or Asian/Pacific Islander Students [Public School] 2018-19,American Indian/Alaska Native Students [Public School] 2018-19
1301170,TIMOTHY ELEMENTARY SCHOOL,Georgia,12-City: Mid-size,610,562,125,0,562,470,NA,130117000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Timothy Elementary School,Clarke County,13059,30606,Athens,37,572,5,218,226,64,21,1
1304380,TOBACCO ROAD ELEMENTARY SCHOOL,Georgia,12-City: Mid-size,440,424,230,0,424,328,NA,130438000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Tobacco Road Elementary School,Richmond County,13245,30906,Augusta,9,439,0,16,411,3,0,0
1304560,TOCCOA ELEMENTARY SCHOOL,Georgia,32-Town: Distant,614,509,246,0,509,614,NA,130456000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),4th Grade,2nd Grade,Toccoa Elementary School,Stephens County,13257,30577,Toccoa,39,563,0,414,70,29,11,0
1303600,TODD GRANT ELEMENTARY SCHOOL,Georgia,31-Town: Fringe,682,584,186,0,584,507,NA,130360000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Todd Grant Elementary School,McIntosh County,13191,31305,Darien,42,644,0,308,273,16,4,1
1302430,TOLBERT ELEMENTARY SCHOOL,Georgia,41-Rural: Fringe,546,374,108,59,433,420,NA,130243000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Tolbert Elementary School,Gordon County,13129,30735,Resaca,18,568,0,390,8,149,2,1
1301740,TONEY ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,346,346,216,0,346,274,NA,130174000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Toney Elementary School,DeKalb County,13089,30032,Decatur,10,321,0,5,294,11,0,1
1305040,TOOMBS CENTRAL ELEMENTARY SCHOOL,Georgia,42-Rural: Distant,489,489,176,0,489,339,NA,130504000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Toombs Central Elementary School,Toombs County,13279,30436,Lyons,12,496,0,340,21,121,2,0
1305040,TOOMBS COUNTY HIGH SCHOOL,Georgia,41-Rural: Fringe,810,810,362,0,810,NA,810,130504000000,6-Not a Title I school,Yes under Community Eligibility Option (CEO),12th Grade,9th Grade,Toombs County High School,Toombs County,13279,30436,Lyons,30,779,1,410,137,196,3,2
1305040,TOOMBS COUNTY MIDDLE SCHOOL,Georgia,41-Rural: Fringe,645,645,322,0,645,645,NA,130504000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),8th Grade,6th Grade,Toombs County Middle School,Toombs County,13279,30436,Lyons,24,655,1,336,118,171,4,1
1300120,TOOMER ELEMENTARY SCHOOL,Georgia,11-City: Large,504,504,151,0,504,356,NA,130012000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Toomer Elementary School,DeKalb County,13089,30317,Atlanta,17,488,0,107,346,11,7,0
1301740,TOWERS HIGH SCHOOL,Georgia,21-Suburb: Large,957,957,462,0,957,NA,957,130174000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),12th Grade,9th Grade,Towers High School,DeKalb County,13089,30032,Decatur,10,842,0,4,746,58,19,5
1305070,TOWNS COUNTY ELEMENTARY SCHOOL,Georgia,43-Rural: Remote,427,205,140,31,236,353,NA,130507000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Towns County Elementary School,Towns County,13281,30546,Hiawassee,5,430,0,389,3,26,5,2
1305070,TOWNS COUNTY HIGH SCHOOL,Georgia,43-Rural: Remote,328,96,61,30,126,NA,328,130507000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,Towns County High School,Towns County,13281,30546,Hiawassee,10,296,0,271,1,9,5,0
1305070,TOWNS COUNTY MIDDLE SCHOOL,Georgia,43-Rural: Remote,243,106,68,19,125,243,NA,130507000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Towns County Middle School,Towns County,13281,30546,Hiawassee,0,226,0,204,3,16,2,1
1300120,TOWNS ELEMENTARY SCHOOL,Georgia,11-City: Large,348,348,126,0,348,263,NA,130012000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Towns Elementary School,Fulton County,13121,30331,Atlanta,1,360,0,1,332,24,0,2
1305100,TREUTLEN ELEMENTARY SCHOOL,Georgia,41-Rural: Fringe,591,525,405,0,525,440,NA,130510000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Treutlen Elementary School,Treutlen County,13283,30457,Soperton,25,611,0,329,235,22,0,0
1305100,TREUTLEN MIDDLE/HIGH SCHOOL,Georgia,41-Rural: Fringe,538,538,333,0,538,259,279,130510000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),12th Grade,6th Grade,Treutlen Middle/High School,Treutlen County,13283,30457,Soperton,17,511,0,284,200,6,3,1
1302280,TRI-CITIES HIGH SCHOOL,Georgia,21-Suburb: Large,1558,1558,578,0,1558,NA,1558,130228000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),12th Grade,9th Grade,Tri-Cities High School,Fulton County,13121,30344,East Point,22,1509,1,22,996,454,13,1
1302550,TRICKUM MIDDLE SCHOOL,Georgia,21-Suburb: Large,2140,872,418,196,1068,2140,NA,130255000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Trickum Middle School,Gwinnett County,13135,30047,Lilburn,102,2176,3,533,555,539,439,5
1305130,TRION ELEMENTARY SCHOOL,Georgia,32-Town: Distant,696,285,73,75,360,512,NA,130513000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Trion Elementary School,Chattooga County,13055,30753,Trion,26,698,0,514,9,143,6,0
1305130,TRION HIGH SCHOOL,Georgia,32-Town: Distant,413,122,33,26,148,NA,413,130513000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,Trion High School,Chattooga County,13055,30753,Trion,7,400,0,322,4,63,4,0
1305130,TRION MIDDLE SCHOOL,Georgia,32-Town: Distant,292,91,29,31,122,292,NA,130513000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Trion Middle School,Chattooga County,13055,30753,Trion,9,302,0,231,2,59,1,0
1302550,TRIP ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,1137,470,221,115,585,952,NA,130255000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Trip Elementary School,Gwinnett County,13135,30017,Grayson,81,1240,0,248,675,187,44,5
1301290,TRITT ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,895,19,3,11,30,750,NA,130129000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Tritt Elementary School,Cobb County,13067,30062,Marietta,36,917,0,743,34,49,54,1
1300001,TROUP COUNTY HIGH SCHOOL,Georgia,32-Town: Distant,1311,599,353,77,676,NA,1311,130000000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,Troup County High School,Troup County,13285,30241,LaGrange,59,1312,0,740,445,56,12,0
1302280,TUBMAN ELEMENTARY SCHOOL,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,130228000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302880,TUCKER ELEMENTARY SCHOOL,Georgia,22-Suburb: Mid-size,454,441,139,0,441,333,NA,130288000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Tucker Elementary School,Houston County,13153,31069,Perry,25,499,0,281,168,17,4,4
1301740,TUCKER HIGH SCHOOL,Georgia,21-Suburb: Large,1749,975,496,75,1050,NA,1749,130174000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,Tucker High School,DeKalb County,13089,30084,Tucker,36,1757,2,154,1100,224,239,2
1301740,TUCKER MIDDLE SCHOOL,Georgia,21-Suburb: Large,1287,830,460,67,897,1287,NA,130174000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Tucker Middle School,DeKalb County,13089,30084,Tucker,33,1265,0,123,730,232,141,6
1305700,TUNNEL HILL ELEMENTARY SCHOOL,Georgia,23-Suburb: Small,299,144,29,39,183,252,NA,130570000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Kindergarten,Tunnel Hill Elementary School,Whitfield County,13313,30755,Tunnel Hill,12,281,0,218,9,38,3,1
1305190,TURNER COUNTY ELEMENTARY SCHOOL,Georgia,32-Town: Distant,615,606,365,0,606,441,NA,130519000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Turner County Elementary School,Turner County,13287,31714,Ashburn,6,614,0,179,392,32,5,0
1305190,TURNER COUNTY HIGH SCHOOL,Georgia,32-Town: Distant,353,348,167,0,348,NA,353,130519000000,6-Not a Title I school,Yes under Community Eligibility Option (CEO),12th Grade,9th Grade,Turner County High School,Turner County,13287,31714,Ashburn,7,335,0,92,205,25,6,0
1305190,TURNER COUNTY MIDDLE SCHOOL,Georgia,32-Town: Distant,256,252,184,0,252,256,NA,130519000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),8th Grade,6th Grade,Turner County Middle School,Turner County,13287,31714,Ashburn,10,274,0,75,168,21,0,0
1305190,TURNER COUNTY SPECIALTY SCHOOL,Georgia,32-Town: Distant,13,12,10,0,12,5,8,130519000000,6-Not a Title I school,Yes under Community Eligibility Option (CEO),11th Grade,6th Grade,Turner County Specialty School,Turner County,13287,31714,Ashburn,1,15,0,4,10,0,0,0
1301830,TURNER ELEMENTARY SCHOOL,Georgia,13-City: Small,486,NA,330,NA,NA,386,NA,130183000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Turner Elementary School,Dougherty County,13095,31705,Albany,3,494,0,18,448,22,2,1
1301860,TURNER MIDDLE SCHOOL,Georgia,21-Suburb: Large,800,568,287,58,626,800,NA,130186000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Turner Middle School,Douglas County,13097,30122,Lithia Springs,24,780,4,113,345,290,4,0
1303150,TURNER WOODS ELEMENTARY SCHOOL,Georgia,41-Rural: Fringe,626,254,165,32,286,494,NA,130315000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Turner Woods Elementary School,Jones County,13169,31032,Gray,19,632,2,516,78,15,2,0
1300120,TUSKEGEE AIRMAN GLOBAL ACADEMY,GEORGIA,11-City: Large,666,666,277,0,666,561,NA,130012000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Tuskegee Airman Global Academy,Fulton County,13121,30311,Atlanta,1,644,0,1,636,4,1,1
1302820,TUSSAHAW ELEMENTARY,Georgia,41-Rural: Fringe,756,521,375,46,567,616,NA,130282000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Tussahaw Elementary,Henry County,13151,30252,McDonough,30,829,1,99,619,68,12,0
1304380,TUTT MIDDLE SCHOOL,Georgia,12-City: Mid-size,481,463,291,0,463,481,NA,130438000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),8th Grade,6th Grade,Tutt Middle School,Richmond County,13245,30909,Augusta,23,441,3,85,307,19,3,1
1305220,TWIGGS COUNTY HIGH SCHOOL,Georgia,42-Rural: Distant,259,236,110,0,236,NA,259,130522000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),12th Grade,9th Grade,Twiggs County High School,Twiggs County,13289,31044,Jeffersonville,8,240,0,73,154,4,1,0
1305220,TWIGGS MIDDLE SCHOOL,Georgia,42-Rural: Distant,160,146,87,0,146,160,NA,130522000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),8th Grade,6th Grade,Twiggs Middle School,Twiggs County,13289,31044,Jeffersonville,2,178,0,69,106,1,0,0
1302040,TWIN CITY ELEMENTARY SCHOOL,Georgia,42-Rural: Distant,616,600,271,0,600,463,NA,130204000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Twin City Elementary School,Emanuel County,13107,30471,Twin City,17,606,0,381,176,30,2,0
1303270,TWIN OAKS ELEMENTARY,Georgia,41-Rural: Fringe,730,288,226,39,327,730,NA,130327000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,3rd Grade,Twin Oaks Elementary,Lee County,13177,31763,Leesburg,23,731,0,492,177,19,20,0
1302550,TWIN RIVERS MIDDLE SCHOOL,Georgia,21-Suburb: Large,2013,654,295,167,821,2013,NA,130255000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Twin Rivers Middle School,Gwinnett County,13135,30519,Buford,87,2103,3,707,586,473,244,3
1301020,TYBEE ISLAND MARITIME ACADEMY SCHOOL,Georgia,31-Town: Fringe,279,47,33,13,60,243,NA,130102000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Kindergarten,Tybee Island Maritime Academy School,Chatham County,13051,31328,Tybee Island,8,284,0,229,33,12,2,0
1301740,UHS OF LAUREL HEIGHTS,Georgia,21-Suburb: Large,40,6,6,0,6,19,21,130174000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,12th Grade,1st Grade,UHS of Laurel Heights,DeKalb County,13089,30306,Atlanta,0,40,0,21,17,2,0,0
1301020,UHS OF SAVANNAH COASTAL HARBOR TREATMENT CENTER,Georgia,12-City: Mid-size,60,57,18,0,57,29,31,130102000000,2-Title I targeted assistance school,Yes participating without using any Provision or the CEO,12th Grade,2nd Grade,UHS of Savannah Coastal Harbor Treatment Center,Chatham County,13051,31406,Savannah,2,53,0,27,20,3,1,0
1301230,UNIDOS DUAL LANGUAGE SCHOOL,Georgia,21-Suburb: Large,439,437,185,0,437,339,NA,130123000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Unidos Dual Language School,Clayton County,13063,30297,Forest Park,10,461,0,6,172,273,0,0
1305250,UNION COUNTY ELEMENTARY SCHOOL,Georgia,43-Rural: Remote,624,263,127,80,343,624,NA,130525000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,3rd Grade,Union County Elementary School,Union County,13291,30512,Blairsville,14,588,0,534,4,33,2,1
1305250,UNION COUNTY HIGH SCHOOL,Georgia,43-Rural: Remote,836,289,122,96,385,NA,836,130525000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,Union County High School,Union County,13291,30512,Blairsville,23,860,0,795,3,33,6,0
1305250,UNION COUNTY MIDDLE SCHOOL,Georgia,43-Rural: Remote,663,269,130,121,390,663,NA,130525000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Union County Middle School,Union County,13291,30512,Blairsville,17,680,0,628,0,31,4,0
1305250,UNION COUNTY PRIMARY SCHOOL,Georgia,43-Rural: Remote,707,316,128,95,411,381,NA,130525000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,2nd Grade,Prekindergarten,Union County Primary School,Union County,13291,30512,Blairsville,18,706,0,639,4,42,2,1
1304020,UNION ELEMENTARY SCHOOL,Georgia,41-Rural: Fringe,464,149,74,44,193,377,NA,130402000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Kindergarten,Union Elementary School,Paulding County,13223,30179,Temple,19,492,1,406,44,21,1,0
1300420,UNION ELEMENTARY SCHOOL,Georgia,41-Rural: Fringe,505,501,308,0,501,394,NA,130042000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Union Elementary School,Bibb County,13021,31210,Macon,7,486,0,11,462,5,1,0
1302820,UNION GROVE HIGH,Georgia,41-Rural: Fringe,1536,312,193,56,368,NA,1536,130282000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,Union Grove High,Henry County,13151,30252,McDonough,47,1547,0,774,545,89,92,0
1302820,UNION GROVE MIDDLE,Georgia,41-Rural: Fringe,993,247,158,47,294,993,NA,130282000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Union Grove Middle,Henry County,13151,30252,McDonough,57,1040,2,424,428,73,55,1
1302490,UNION POINT ELEMENTARY,Georgia,42-Rural: Distant,332,325,164,0,325,288,NA,130249000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Kindergarten,Union Point Elementary,Greene County,13133,30669,Union Point,11,253,0,53,151,37,0,1
1303630,UNITY ELEMENTARY SCHOOL (PK-5),Georgia,42-Rural: Distant,381,381,167,0,381,273,NA,130363000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Unity Elementary School (PK-5),Meriwether County,13199,30251,Luthersville,21,349,0,140,165,23,0,0
1302820,UNITY GROVE ELEMENTARY SCHOOL,Georgia,41-Rural: Fringe,794,311,218,36,347,652,NA,130282000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Unity Grove Elementary School,Henry County,13151,30248,Locust Grove,36,783,0,535,142,69,1,0
1305280,UPSON-LEE ELEMENTARY SCHOOL,Georgia,41-Rural: Fringe,904,664,664,0,664,904,NA,130528000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,3rd Grade,Upson-Lee Elementary School,Upson County,13293,30286,Thomaston,42,897,1,497,322,30,5,0
1305280,UPSON-LEE HIGH SCHOOL,Georgia,41-Rural: Fringe,1311,965,965,0,965,NA,1311,130528000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),12th Grade,9th Grade,Upson-Lee High School,Upson County,13293,30286,Thomaston,48,1224,0,710,425,32,6,3
1305280,UPSON-LEE MIDDLE SCHOOL,Georgia,32-Town: Distant,906,668,668,0,668,906,NA,130528000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),8th Grade,6th Grade,Upson-Lee Middle School,Upson County,13293,30286,Thomaston,38,928,0,497,344,44,4,1
1305280,UPSON-LEE PRIMARY SCHOOL,Georgia,41-Rural: Fringe,1029,1026,884,0,1026,586,NA,130528000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),2nd Grade,Prekindergarten,Upson-Lee Primary School,Upson County,13293,30286,Thomaston,49,1040,0,581,366,35,9,0
1300233,UTOPIAN ACADEMY FOR THE ARTS CHARTER SCHOOL,GEORGIA,21-Suburb: Large,251,250,85,0,250,251,NA,130023000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),8th Grade,6th Grade,Utopian Academy for the Arts Charter School,Clayton County,13063,30294,Ellenwood,0,258,0,2,242,14,0,0
1305310,VALDOSTA EARLY COLLEGE ACADEMY,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,130531000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1305310,VALDOSTA HIGH SCHOOL,Georgia,13-City: Small,2117,2117,1053,0,2117,NA,2117,130531000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),12th Grade,9th Grade,Valdosta High School,Lowndes County,13185,31602,Valdosta,61,2191,3,421,1578,82,32,14
1305310,VALDOSTA MIDDLE SCHOOL,Georgia,13-City: Small,1063,1063,425,0,1063,1063,NA,130531000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),8th Grade,6th Grade,Valdosta Middle School,Lowndes County,13185,31602,Valdosta,38,1138,1,283,699,90,25,2
1305700,VALLEY POINT ELEMENTARY SCHOOL,Georgia,41-Rural: Fringe,502,348,80,61,409,399,NA,130570000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Valley Point Elementary School,Whitfield County,13313,30721,Dalton,11,511,2,336,2,159,1,0
1305700,VALLEY POINT MIDDLE SCHOOL,Georgia,41-Rural: Fringe,435,284,58,61,345,435,NA,130570000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Valley Point Middle School,Whitfield County,13313,30721,Dalton,13,451,1,192,1,239,2,3
1304200,VAN WERT ELEMENTARY SCHOOL,Georgia,41-Rural: Fringe,793,677,380,0,677,593,NA,130420000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Van Wert Elementary School,Polk County,13233,30153,Rockmart,85,762,0,434,201,37,4,1
1301740,VANDERLYN ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,705,20,9,5,25,576,NA,130174000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Vanderlyn Elementary School,DeKalb County,13089,30338,Dunwoody,15,668,1,308,29,41,271,3
1305700,VARNELL ELEMENTARY SCHOOL,Georgia,41-Rural: Fringe,427,252,51,52,304,351,NA,130570000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Kindergarten,Varnell Elementary School,Whitfield County,13313,30721,Dalton,15,413,0,236,2,159,1,0
