,SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE_TEXT,SCH_TYPE,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED
25885,2017-2018,13,GEORGIA,GA,L. K. Moss Elementary School,Marion County,1,,GA-696,1303540,GA-696-0197,130354000000.0,1302219,1707 Pineville Rd,,,Buena Vista,GA,31803,,1707 Pineville Rd,,,Buena Vista,GA,31803,,(229)649-5567,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25886,2017-2018,13,GEORGIA,GA,Norris Elementary School,McDuffie County,1,,GA-697,1303570,GA-697-0113,130357000000.0,1300459,1861 Harrison Rd SE,,,Thomson,GA,30824,,1861 Harrison Rd SE,,,Thomson,GA,30824,,(706)986-4600,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,4,5,Elementary,As reported
25887,2017-2018,13,GEORGIA,GA,Maxwell Elementary School,McDuffie County,1,,GA-697,1303570,GA-697-0179,130357000000.0,1301349,520 Mount Pleasant Rd,,,Thomson,GA,30824,,520 Mount Pleasant Rd,,,Thomson,GA,30824,,(706)986-4800,http://www.mcduffie.k12.ga.us,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,1,Elementary,As reported
25888,2017-2018,13,GEORGIA,GA,Thomson Elementary School,McDuffie County,1,,GA-697,1303570,GA-697-4050,130357000000.0,1301353,409 Guill St,,,Thomson,GA,30824,,409 Guill St,,,Thomson,GA,30824,,(706)986-4700,http://www.mcduffie.k12.ga.us,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,2,3,Elementary,As reported
25889,2017-2018,13,GEORGIA,GA,Dearing Elementary School,McDuffie County,1,,GA-697,1303570,GA-697-0191,130357000000.0,1302140,500 Main St N,,,Dearing,GA,30808,,500 Main St N,,,Dearing,GA,30808,,(706)986-4900,http://www.mcduffie.k12.ga.us,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25890,2017-2018,13,GEORGIA,GA,Thomson High School,McDuffie County,1,,GA-697,1303570,GA-697-0192,130357000000.0,1302183,P.O. Box 1077,,,Thomson,GA,30824,,1160 White Oak Rd,,,Thomson,GA,30824,,(706)986-4200,http://www.mcduffie.k12.ga.us,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25891,2017-2018,13,GEORGIA,GA,Thomson-McDuffie Middle School,McDuffie County,1,,GA-697,1303570,GA-697-0112,130357000000.0,1303737,1191 White Oak Rd,,,Thomson,GA,30824,,1191 White Oak Rd,,,Thomson,GA,30824,,(706)986-4300,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25892,2017-2018,13,GEORGIA,GA,Todd Grant Elementary School,McIntosh County,1,,GA-698,1303600,GA-698-0205,130360000000.0,1301356,1102 C.A. DeVillars Street,,,Darien,GA,31305,,1102 Ca Devillars Rd,,,Darien,GA,31305,,(912)437-8909,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25893,2017-2018,13,GEORGIA,GA,McIntosh County Middle School,McIntosh County,1,,GA-698,1303600,GA-698-0101,130360000000.0,1302412,500 Greene St,,,Darien,GA,31305,,500 Greene St,,,Darien,GA,31305,,(912)437-8819,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25894,2017-2018,13,GEORGIA,GA,McIntosh Academy,McIntosh County,1,,GA-698,1303600,GA-698-0104,130360000000.0,1302413,8945 US Highway 17,,,Darien,GA,31305,,8945 US Highway 17,,,Darien,GA,31305,,(912)437-6691,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25895,2017-2018,13,GEORGIA,GA,Manchester Middle School,Meriwether County,1,,GA-699,1303630,GA-699-5050,130363000000.0,1301361,231 W Perry St,,,Manchester,GA,31816,,231 W Perry St,,,Manchester,GA,31816,,(706)846-2846,http://www.mcssga.org,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25896,2017-2018,13,GEORGIA,GA,Manchester High School,Meriwether County,1,,GA-699,1303630,GA-699-4050,130363000000.0,1301362,405 N 5th Ave,,,Manchester,GA,31816,,405 N 5th Ave,,,Manchester,GA,31816,,(706)846-8445,http://www.mcssga.org,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25897,2017-2018,13,GEORGIA,GA,Greenville High School,Meriwether County,1,,GA-699,1303630,GA-699-0300,130363000000.0,1301364,17656 Roosevelt Hwy,,,Greenville,GA,30222,,17656 Roosevelt Hwy,,,Greenville,GA,30222,,(706)672-4930,http://www.mcssga.org,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25898,2017-2018,13,GEORGIA,GA,Unity Elementary School (PK-5),Meriwether County,1,,GA-699,1303630,GA-699-0100,130363000000.0,1302334,172 N Main St,,,Luthersville,GA,30251,,172 N Main St,,,Luthersville,GA,30251,,(770)927-6488,http://www.mcssga.org,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25899,2017-2018,13,GEORGIA,GA,Mountain View Elementary School,Meriwether County,1,,GA-699,1303630,GA-699-0200,130363000000.0,1302335,2600 Judson Bulloch Rd,,,Manchester,GA,31816,,2600 Judson Bulloch Rd,,,Manchester,GA,31816,,(706)655-3969,http://www.mcssga.org,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25900,2017-2018,13,GEORGIA,GA,George E. Washington Elementary School (PK-5),Meriwether County,1,,GA-699,1303630,GA-699-0102,130363000000.0,1302582,18425 Main St,,,Woodbury,GA,30293,,18425 Main St,,,Woodbury,GA,30293,,(706)553-3951,http://www.mcssga.org,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25901,2017-2018,13,GEORGIA,GA,Good Sheperd Therapeutic Center,Meriwether County,1,,GA-699,1303630,GA-699-0207,130363000000.0,1303633,P. O.Box 659,,,Warm Springs,GA,31830,,390 Bar Best Ranch Rd,,,Warm Springs,GA,31830,,(706)655-2354,,1,Open,1,Open,3/14/2018,Special Education School,2,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,9,10,Secondary,As reported
25902,2017-2018,13,GEORGIA,GA,Greenville Middle School,Meriwether County,1,,GA-699,1303630,GA-699-0401,130363000000.0,1304238,17656 Roosevelt Hwy,,,Greenville,GA,30222,,17656 Roosevelt Hwy,,,Greenville,GA,30222,,(706)672-4930,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25903,2017-2018,13,GEORGIA,GA,Miller County Elementary School,Miller County,1,,GA-700,1303660,GA-700-0110,130366000000.0,1301368,996 Phillipsburg Rd,,,Colquitt,GA,39837,,996 Phillipsburg Rd,,,Colquitt,GA,39837,,(229)758-4140,http://www.miller.k12.ga.us,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25904,2017-2018,13,GEORGIA,GA,Miller County Middle School,Miller County,1,,GA-700,1303660,GA-700-0310,130366000000.0,1302414,996 Phillipsburg Rd,,,Colquitt,GA,39837,,996 Phillipsburg Rd,,,Colquitt,GA,39837,,(229)758-4131,http://miller.k12.ga.us,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25905,2017-2018,13,GEORGIA,GA,Miller County High School,Miller County,1,,GA-700,1303660,GA-700-0210,130366000000.0,1302415,996 Phillipsburg Rd,,,Colquitt,GA,39837,,996 Phillipsburg Rd,,,Colquitt,GA,39837,,(229)758-4130,http://www.miller.k12.ga.us,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25906,2017-2018,13,GEORGIA,GA,Mitchell County Middle School,Mitchell County,1,,GA-701,1303690,GA-701-0197,130369000000.0,1301744,55 Griffin Rd,,,Camilla,GA,31730,,55 Griffin Rd,,,Camilla,GA,31730,,(229)336-0980,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,5,7,Middle,As reported
25907,2017-2018,13,GEORGIA,GA,Mitchell County High School,Mitchell County,1,,GA-701,1303690,GA-701-0282,130369000000.0,1301912,1000 Newton Rd,,,Camilla,GA,31730,,1000 Newton Rd,,,Camilla,GA,31730,,(229)336-0970,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,8,12,High,As reported
25908,2017-2018,13,GEORGIA,GA,Mitchell County Primary School,Mitchell County,1,,GA-701,1303690,GA-701-0198,130369000000.0,1302220,50 Griffin Rd,,,Camilla,GA,31730,,50 Griffin Rd,,,Camilla,GA,31730,,(229)336-8250,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,1,Elementary,As reported
25909,2017-2018,13,GEORGIA,GA,Baconton Community Charter School,Mitchell County,1,,GA-701,1303690,GA-701-0105,130369000000.0,1302416,260 E Walton St,,,Baconton,GA,31716,,260 E Walton St,,,Baconton,GA,31716,,(229)787-9999,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,Yes,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported
25910,2017-2018,13,GEORGIA,GA,Mitchell County Elementary School,Mitchell County,1,,GA-701,1303690,GA-701-0111,130369000000.0,1303832,15815 Highway 93,,,Baconton,GA,31716,,15815 Ga Highway 93,,,Baconton,GA,31716,,(229)336-2118,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,2,4,Elementary,As reported
25911,2017-2018,13,GEORGIA,GA,Mary Persons High School,Monroe County,1,,GA-702,1303720,GA-702-0184,130372000000.0,1301373,310 Montpelier Ave,,,Forsyth,GA,31029,,310 Montpelier Ave,,,Forsyth,GA,31029,,(478)994-2812,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25912,2017-2018,13,GEORGIA,GA,Samuel E. Hubbard Elementary School,Monroe County,1,,GA-702,1303720,GA-702-0205,130372000000.0,1301374,558 Ga Highway 83 S,,,Forsyth,GA,31029,,558 Ga Highway 83 S,,,Forsyth,GA,31029,,(478)994-7066,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25913,2017-2018,13,GEORGIA,GA,T.G. Scott Elementary School,Monroe County,1,,GA-702,1303720,GA-702-0105,130372000000.0,1303430,70 Thornton Rd,,,Forsyth,GA,31029,,70 Thornton Rd,,,Forsyth,GA,31029,,(478)994-3495,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25914,2017-2018,13,GEORGIA,GA,Katherine B. Sutton Elementary School,Monroe County,1,,GA-702,1303720,GA-702-0111,130372000000.0,1303839,1315 Ga Highway 83 N,,,Forsyth,GA,31029,,1315 Ga Highway 83 N,,,Forsyth,GA,31029,,(478)994-9906,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25915,2017-2018,13,GEORGIA,GA,Monroe County Middle School- Banks Stephens Campus,Monroe County,1,,GA-702,1303720,GA-702-0113,130372000000.0,1304065,66 Thornton Rd,,,Forsyth,GA,31029,,66 Thornton Rd,,,Forsyth,GA,31029,,(478)994-6186,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25916,2017-2018,13,GEORGIA,GA,Montgomery County Middle School,Montgomery County,1,,GA-703,1303750,GA-703-0101,130375000000.0,1302417,900 Martin Luther King Dr,,,Ailey,GA,30410,,900 Martin Luther King Dr,,,Ailey,GA,30410,,(912)583-2351,http://www.mcboe.net,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25917,2017-2018,13,GEORGIA,GA,Montgomery Co. High,Montgomery County,1,,GA-703,1303750,GA-703-0201,130375000000.0,1302418,701 Dobbins St,,,Mount Vernon,GA,30445,,701 Dobbins St,,,Mount Vernon,GA,30445,,(912)583-2296,http://www.mcboe.net,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25918,2017-2018,13,GEORGIA,GA,Montgomery County Elementary School,Montgomery County,1,,GA-703,1303750,GA-703-0107,130375000000.0,1303432,900 Martin Luther King Dr,,,Ailey,GA,30410,,900 Martin Luther King Dr,,,Ailey,GA,30410,,(912)583-2279,http://mces.mcboe.net/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25919,2017-2018,13,GEORGIA,GA,Morgan County High School,Morgan County,1,,GA-704,1303780,GA-704-1050,130378000000.0,1301378,1231 College Dr,,,Madison,GA,30650,,1231 College Dr,,,Madison,GA,30650,,(706)342-2336,http://www.morgan.k12.ga.us/mchs,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25920,2017-2018,13,GEORGIA,GA,Morgan County Middle School,Morgan County,1,,GA-704,1303780,GA-704-5050,130378000000.0,1301379,920 Pearl St,,,Madison,GA,30650,,920 Pearl St,,,Madison,GA,30650,,(706)342-0556,http://www.morgan.k12.ga.us/mcms,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25921,2017-2018,13,GEORGIA,GA,Morgan County Primary School,Morgan County,1,,GA-704,1303780,GA-704-3050,130378000000.0,1301380,993 East Ave,,,Madison,GA,30650,,993 East Ave,,,Madison,GA,30650,,(706)342-3475,http://www.morgan.k12.ga.us/mcps,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,2,Elementary,As reported
25922,2017-2018,13,GEORGIA,GA,Morgan County Elementary School,Morgan County,1,,GA-704,1303780,GA-704-0191,130378000000.0,1302141,1640 Old Buckhead Rd,,,Madison,GA,30650,,1640 Old Buckhead Rd,,,Madison,GA,30650,,(706)342-5039,http://www.morgan.k12.ga.us/mces,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,3,5,Elementary,As reported
25923,2017-2018,13,GEORGIA,GA,Coker Elementary School,Murray County,1,,GA-705,1303840,GA-705-0195,130384000000.0,1301012,1733 Leonard Bridge Rd,,,Chatsworth,GA,30705,,1733 Leonard Bridge Rd,,,Chatsworth,GA,30705,,(706)695-0888,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,6,Elementary,As reported
25924,2017-2018,13,GEORGIA,GA,Murray County High School,Murray County,1,,GA-705,1303840,GA-705-0190,130384000000.0,1301381,1001 Green Rd,,,Chatsworth,GA,30705,,1001 Green Rd,,,Chatsworth,GA,30705,,(706)695-1414,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25925,2017-2018,13,GEORGIA,GA,Spring Place Elementary School,Murray County,1,,GA-705,1303840,GA-705-1052,130384000000.0,1301383,P.O. Box 769,,,Chatsworth,GA,30705,,2795 Leonard Bridge Rd,,,Chatsworth,GA,30705,,(706)695-2525,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,6,Elementary,As reported
25926,2017-2018,13,GEORGIA,GA,Chatsworth Elementary School,Murray County,1,,GA-705,1303840,GA-705-1050,130384000000.0,1301384,P.O. Box 40,,,Chatsworth,GA,30705,,500 Green Rd,,,Chatsworth,GA,30705,,(706)695-2434,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,6,Elementary,As reported
25927,2017-2018,13,GEORGIA,GA,Northwest Elementary School,Murray County,1,,GA-705,1303840,GA-705-5050,130384000000.0,1301385,110 McEntire Cir,,,Chatsworth,GA,30705,,110 McEntire Cir,,,Chatsworth,GA,30705,,(706)695-2262,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,6,Elementary,As reported
25928,2017-2018,13,GEORGIA,GA,Gladden Middle School,Murray County,1,,GA-705,1303840,GA-705-4050,130384000000.0,1301386,700 Old Dalton Ellijay Rd,,,Chatsworth,GA,30705,,700 Old Dalton Ellijay Rd,,,Chatsworth,GA,30705,,(706)695-7448,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,7,8,Middle,As reported
25929,2017-2018,13,GEORGIA,GA,Bagley Middle School,Murray County,1,,GA-705,1303840,GA-705-0204,130384000000.0,1302086,P.O. Box 40,,,Chatsworth,GA,30705,,4600 Highway 225 N,,,Chatsworth,GA,30705,,(706)695-1115,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,7,8,Middle,As reported
25930,2017-2018,13,GEORGIA,GA,Eton Elementary School,Murray County,1,,GA-705,1303840,GA-705-0198,130384000000.0,1302221,P.O. Box 302,,,Eton,GA,30724,,829 Highway 286,,,Chatsworth,GA,30705,,(706)695-3207,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,6,Elementary,As reported
25931,2017-2018,13,GEORGIA,GA,Woodlawn Elementary School,Murray County,1,,GA-705,1303840,GA-705-0104,130384000000.0,1303434,4580 Highway 225 N,,,Chatsworth,GA,30705,,4580 Highway 225 N,,,Chatsworth,GA,30705,,(706)517-5213,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,6,Elementary,As reported
25932,2017-2018,13,GEORGIA,GA,Pleasant Valley Innovative School,Murray County,1,,GA-705,1303840,GA-705-0108,130384000000.0,1303574,P.O. Box 40,,,Chatsworth,GA,30705,,273 Harris St.,,,Eton,GA,30724,,(706)517-5355,http://www.murray.k12.ga.us,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,8,12,High,As reported
25933,2017-2018,13,GEORGIA,GA,North Murray High School,Murray County,1,,GA-705,1303840,GA-705-0112,130384000000.0,1303849,2662 Mount Carmel Church Rd,,,Chatsworth,GA,30705,,2662 Mount Carmel Church Rd,,,Chatsworth,GA,30705,,(706)695-7760,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25934,2017-2018,13,GEORGIA,GA,Blackmon Road Middle School,Muscogee County,1,,GA-706,1303870,GA-706-0196,130387000000.0,1301376,7251 Blackmon Rd,,,Columbus,GA,31909,,7251 Blackmon Rd,,,Columbus,GA,31909,,(706)565-2998,http://www.blackmon.mcsdga.net,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25935,2017-2018,13,GEORGIA,GA,Shaw High School,Muscogee County,1,,GA-706,1303870,GA-706-0278,130387000000.0,1301387,7579 Raider Way,,,Columbus,GA,31909,,7579 Raider Way,,,Columbus,GA,31909,,(706)569-3638,http://shaw.mcsdga.net,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25936,2017-2018,13,GEORGIA,GA,Downtown Elementary Magnet Academy,Muscogee County,1,,GA-706,1303870,GA-706-0296,130387000000.0,1301388,1400 1st Ave,,,Columbus,GA,31901,,1400 1st Ave,,,Columbus,GA,31901,,(706)748-2702,http://www.downtownelementary.com/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,5,Elementary,As reported
25937,2017-2018,13,GEORGIA,GA,Fort Middle School,Muscogee County,1,,GA-706,1303870,GA-706-0178,130387000000.0,1301394,2900 Woodruff Farm Rd,,,Columbus,GA,31907,,2900 Woodruff Farm Rd,,,Columbus,GA,31907,,(706)569-3740,http://fort.mcsdga.net,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25938,2017-2018,13,GEORGIA,GA,Hardaway High School,Muscogee County,1,,GA-706,1303870,GA-706-2062,130387000000.0,1301397,2901 College Dr,,,Columbus,GA,31906,,2901 College Dr,,,Columbus,GA,31906,,(706)748-2766,http://www.hardawayhawks.com/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25939,2017-2018,13,GEORGIA,GA,Double Churches Elementary School,Muscogee County,1,,GA-706,1303870,GA-706-2058,130387000000.0,1301398,1213 Double Churches Rd,,,Columbus,GA,31904,,1213 Double Churches Rd,,,Columbus,GA,31904,,(706)748-2660,http://www.orgsites.com/ga/dce/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25940,2017-2018,13,GEORGIA,GA,Rothschild Leadership Academy School,Muscogee County,1,,GA-706,1303870,GA-706-2067,130387000000.0,1301399,1136 Hunt Ave,,,Columbus,GA,31907,,1136 Hunt Ave,,,Columbus,GA,31907,,(706)569-3709,http://rothschild.mcsdga.net/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25941,2017-2018,13,GEORGIA,GA,Richards Middle School,Muscogee County,1,,GA-706,1303870,GA-706-2066,130387000000.0,1301400,2892 Edgewood Rd,,,Columbus,GA,31906,,2892 Edgewood Rd,,,Columbus,GA,31906,,(706)569-3697,http://richards.mcsdga.net/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25942,2017-2018,13,GEORGIA,GA,Key Elementary School,Muscogee County,1,,GA-706,1303870,GA-706-2064,130387000000.0,1301402,2520 Broadmoor Dr,,,Columbus,GA,31903,,2520 Broadmoor Dr,,,Columbus,GA,31903,,(706)683-8797,http://key.mcsdga.net/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,5,Elementary,As reported
